id,sport_id,country_id,nationality_id,city_id,position_id,detailed_position_id,type_id,common_name,firstname,lastname,name,display_name,image_path,height,weight,date_of_birth,gender
191,1,32,32,53253.0,221.0,,25,C. Cuéllar Jiménez,Carlos Javier,Cuéllar Jiménez,Carlos Javier Cuéllar Jiménez,Carlos Cuéllar,https://cdn.sportmonks.com/images/soccer/players/31/191.png,190.0,84.0,1981-08-23,male
195,1,224,224,58416.0,26.0,,26,S. Petrov,Stiliyan Alyoshev,Petrov,Stiliyan Alyoshev Petrov,Stiliyan Petrov,https://cdn.sportmonks.com/images/soccer/players/3/195.png,180.0,77.0,1979-05-07,male
207,1,462,462,86569.0,25.0,,25,A. Davies,Andrew,Davies,Andrew Davies,Andrew Davies,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,82.0,1984-12-17,male
219,1,17,17,,27.0,,27,N. Kapo Obou,Narcisse-Olivier,Kapo Obou,Narcisse-Olivier Kapo Obou,Narcisse-Olivier Kapo Obou,https://cdn.sportmonks.com/images/soccer/placeholder.png,184.0,79.0,1980-09-27,male
260,1,200,200,21881.0,27.0,,27,E. Diouf,El-Hadji Ousseynou,Diouf,El-Hadji Ousseynou Diouf,El-Hadji Diouf,https://cdn.sportmonks.com/images/soccer/players/4/260.png,180.0,75.0,1981-01-15,male
261,1,1004,1004,11618.0,27.0,152.0,27,D. Hoilett,David Junior,Hoilett,David Junior Hoilett,Junior Hoilett,https://cdn.sportmonks.com/images/soccer/players/5/261.png,174.0,70.0,1990-06-05,male
269,1,320,320,64586.0,25.0,,25,L. Jacobsen,Lars Christian,Jacobsen,Lars Christian Jacobsen,Lars Jacobsen,https://cdn.sportmonks.com/images/soccer/players/13/269.png,181.0,76.0,1979-09-20,male
275,1,462,462,83084.0,24.0,24.0,24,J. Hart,Joe,Hart,Joe Hart,Joe Hart,https://cdn.sportmonks.com/images/soccer/players/19/275.png,196.0,91.0,1987-04-19,male
286,1,122,1233,,221.0,,221,S. Kuqi,Shefki,Kuqi,Shefki Kuqi,Shefki Kuqi,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,88.0,1976-10-11,male
303,1,20,20,,26.0,,26,P. da Silva Mendes,Pedro Miguel,da Silva Mendes,Pedro Miguel da Silva Mendes,Pedro Mendes,https://cdn.sportmonks.com/images/soccer/placeholder.png,177.0,77.0,1979-02-26,male
319,1,47,47,,27.0,,27,J. Elmander,Johan,Elmander,Johan Elmander,Johan Elmander,https://cdn.sportmonks.com/images/soccer/players/31/319.png,188.0,90.0,1981-05-27,male
343,1,1161,1161,,,,221,L. McCulloch,Lee,McCulloch,Lee McCulloch,Lee McCulloch,https://cdn.sportmonks.com/images/soccer/players/23/343.png,185.0,83.0,1978-05-14,male
358,1,1161,1161,,,,221,G. Teale,Gary,Teale,Gary Teale,Gary Teale,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,71.0,1978-07-21,male
363,1,462,1161,51090.0,25.0,,25,J. McEveley,Jay,McEveley,Jay McEveley,James McEveley,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,84.0,1985-02-11,male
366,1,491,491,,221.0,,25,A. Hughes,Aaron,Hughes,Aaron Hughes,Aaron Hughes,https://cdn.sportmonks.com/images/soccer/players/14/366.png,183.0,70.0,1979-11-08,male
368,1,1578,1578,,25.0,,25,B. Hangeland,Brede,Hangeland,Brede Hangeland,Brede Hangeland,https://cdn.sportmonks.com/images/soccer/players/16/368.png,195.0,92.0,1981-06-20,male
383,1,2817,2817,4688.0,25.0,148.0,25,W. Reid,Winston,Reid,Winston Reid,Winston Reid,https://cdn.sportmonks.com/images/soccer/players/31/383.png,191.0,87.0,1988-07-03,male
385,1,1161,1161,,26.0,,26,S. Pearson,Stephen,Pearson,Stephen Pearson,Stephen Pearson,https://cdn.sportmonks.com/images/soccer/placeholder.png,185.0,70.0,1982-10-02,male
394,1,266,266,101419.0,26.0,,26,N. Kranjčar,Niko,Kranjčar,Niko Kranjčar,Niko Kranjčar,https://cdn.sportmonks.com/images/soccer/players/10/394.png,185.0,80.0,1984-08-13,male
412,1,1161,1161,,27.0,,27,J. McFadden,James,McFadden,James McFadden,James McFadden,https://cdn.sportmonks.com/images/soccer/players/28/412.png,178.0,79.0,1983-04-14,male
421,1,20,20,,27.0,,27,R. Vaz Té,Ricardo Jorge,Vaz Té,Ricardo Jorge Vaz Té,Ricardo Vaz Té,https://cdn.sportmonks.com/images/soccer/players/5/421.png,188.0,79.0,1986-10-01,male
437,1,455,455,,26.0,149.0,26,G. Whelan,Glenn,Whelan,Glenn Whelan,Glenn Whelan,https://cdn.sportmonks.com/images/soccer/players/21/437.png,180.0,79.0,1984-01-13,male
442,1,462,462,36858.0,26.0,,26,C. Eagles,Chris,Eagles,Chris Eagles,Chris Eagles,https://cdn.sportmonks.com/images/soccer/players/26/442.png,183.0,67.0,1985-11-19,male
447,1,1161,1161,,27.0,,27,S. Thompson,Steven,Thompson,Steven Thompson,Steven Thompson,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,78.0,1978-10-14,male
464,1,1578,1578,8540.0,25.0,,25,C. Kalvenes,Christian,Kalvenes,Christian Kalvenes,Christian Kalvenes,https://cdn.sportmonks.com/images/soccer/players/16/464.png,182.0,77.0,1977-08-03,male
469,1,47,47,,221.0,,221,O. Mellberg,Olof,Mellberg,Olof Mellberg,Olof Mellberg,https://cdn.sportmonks.com/images/soccer/players/21/469.png,180.0,82.0,1977-09-03,male
473,1,462,1161,83084.0,27.0,151.0,27,S. Fletcher,Steven,Fletcher,Steven Fletcher,Steven Fletcher,https://cdn.sportmonks.com/images/soccer/players/25/473.png,185.0,76.0,1987-03-26,male
476,1,401,401,,24.0,,24,J. Mucha,Ján,Mucha,Ján Mucha,Ján Mucha,https://cdn.sportmonks.com/images/soccer/players/28/476.png,189.0,87.0,1982-12-05,male
483,1,491,491,,26.0,153.0,26,S. Davis,Steven,Davis,Steven Davis,Steven Davis,https://cdn.sportmonks.com/images/soccer/players/3/483.png,172.0,70.0,1985-01-01,male
485,1,593,593,24260.0,26.0,,26,E. Djemba-Djemba,Eric Daniel,Djemba-Djemba,Eric Daniel Djemba-Djemba,Eric Djemba-Djemba,https://cdn.sportmonks.com/images/soccer/players/5/485.png,174.0,75.0,1981-05-04,male
498,1,1161,1161,,26.0,153.0,26,J. McArthur,James,McArthur,James McArthur,James McArthur,https://cdn.sportmonks.com/images/soccer/players/18/498.png,178.0,75.0,1987-10-07,male
504,1,462,455,52758.0,25.0,,25,K. Foley,Kevin,Foley,Kevin Foley,Kevin Foley,https://cdn.sportmonks.com/images/soccer/players/24/504.png,181.0,79.0,1984-11-01,male
526,1,1161,455,,26.0,153.0,26,J. McCarthy,James,McCarthy,James McCarthy,James McCarthy,https://cdn.sportmonks.com/images/soccer/players/14/526.png,180.0,72.0,1990-11-12,male
527,1,462,462,17449.0,25.0,,25,G. Halford,Greg,Halford,Greg Halford,Greg Halford,https://cdn.sportmonks.com/images/soccer/players/15/527.png,193.0,85.0,1984-12-08,male
533,1,462,1161,74967.0,,,24,M. Gilks,Matt,Gilks,Matt Gilks,Matthew Gilks,https://cdn.sportmonks.com/images/soccer/players/21/533.png,185.0,81.0,1982-06-04,male
539,1,1161,1161,,,,26,C. Adam,Charlie,Adam,Charlie Adam,Charlie Adam,https://cdn.sportmonks.com/images/soccer/players/27/539.png,185.0,83.0,1985-12-10,male
551,1,3483,3483,,25.0,,25,C. Bocanegra,Carlos Manuel,Bocanegra,Carlos Manuel Bocanegra,Carlos Bocanegra,https://cdn.sportmonks.com/images/soccer/players/7/551.png,183.0,78.0,1979-05-25,male
553,1,17,200,67223.0,27.0,,27,D. Kamara,Diomansy,Kamara,Diomansy Kamara,Diomansy Kamara,https://cdn.sportmonks.com/images/soccer/placeholder.png,180.0,72.0,1980-11-08,male
554,1,32,32,6590.0,25.0,,25,R. Golobart Benet,Román,Golobart Benet,Román Golobart Benet,Román Golobart,https://cdn.sportmonks.com/images/soccer/players/10/554.png,193.0,87.0,1992-03-21,male
569,1,515,515,,26.0,153.0,26,A. Ramsey,Aaron,Ramsey,Aaron Ramsey,Aaron James Ramsey,https://cdn.sportmonks.com/images/soccer/players/25/569.png,178.0,76.0,1990-12-26,male
595,1,674,674,12970.0,24.0,24.0,24,Á. Bogdán,Ádám,Bogdán,Ádám Bogdán,Ádám Bogdán,https://cdn.sportmonks.com/images/soccer/players/19/595.png,194.0,92.0,1987-09-27,male
605,1,17,17,58838.0,,,25,G. Vignal,Gregory,Vignal,Gregory Vignal,Gregory Vignal,https://cdn.sportmonks.com/images/soccer/placeholder.png,,,1981-07-19,male
610,1,47,47,86542.0,25.0,,25,F. Stoor,Fredrik Olof Esaias,Stoor,Fredrik Olof Esaias Stoor,Fredrik Stoor,https://cdn.sportmonks.com/images/soccer/players/2/610.png,182.0,80.0,1984-02-28,male
613,1,1161,1161,,27.0,,27,G. O'Connor,Garry Lawrence,O'Connor,Garry Lawrence O'Connor,Garry O'Connor,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,75.0,1983-05-07,male
629,1,462,462,85184.0,27.0,151.0,27,M. Waghorn,Martyn,Waghorn,Martyn Waghorn,Martyn Waghorn,https://cdn.sportmonks.com/images/soccer/players/21/629.png,177.0,83.0,1990-01-23,male
630,1,455,455,,221.0,221.0,24,C. Doyle,Colin,Doyle,Colin Doyle,Bo Wang,https://cdn.sportmonks.com/images/soccer/players/22/630.png,196.0,91.0,1985-06-12,male
635,1,1161,1161,,,,221,B. Ferguson,Barry,Ferguson,Barry Ferguson,Barry Ferguson,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,74.0,1978-02-02,male
640,1,125,125,,27.0,,27,G. Samaras,Georgios,Samaras,Georgios Samaras,Georgios Samaras,https://cdn.sportmonks.com/images/soccer/players/0/640.png,193.0,82.0,1985-02-21,male
654,1,462,462,82625.0,24.0,,24,N. Weaver,Nicky,Weaver,Nicky Weaver,Nicky Weaver,https://cdn.sportmonks.com/images/soccer/placeholder.png,191.0,83.0,1979-03-02,male
657,1,491,491,,24.0,24.0,24,T. Carson,Trevor,Carson,Trevor Carson,Trevor Carson,https://cdn.sportmonks.com/images/soccer/players/17/657.png,185.0,85.0,1988-03-05,male
658,1,462,462,39491.0,,221.0,221,J. Barton,Joey,Barton,Joey Barton,Joey Barton,https://cdn.sportmonks.com/images/soccer/players/18/658.png,172.0,70.0,1982-09-02,male
661,1,462,462,36045.0,25.0,,25,D. Murphy,David,Murphy,David Murphy,David Murphy,https://cdn.sportmonks.com/images/soccer/players/21/661.png,183.0,84.0,1984-03-01,male
665,1,462,462,26908.0,25.0,,25,M. Duberry,Michael,Duberry,Michael Duberry,Michael Duberry,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,94.0,1975-10-14,male
674,1,1161,1161,,,,25,C. Berra,Christophe,Berra,Christophe Berra,Christophe Berra,https://cdn.sportmonks.com/images/soccer/players/2/674.png,190.0,92.0,1985-01-31,male
686,1,17,17,58806.0,27.0,,27,C. Nadé,Christian,Nadé,Christian Nadé,Christian Nadé,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,80.0,1984-09-18,male
694,1,1161,1161,,26.0,,26,G. Dorrans,Graham,Dorrans,Graham Dorrans,Graham Dorrans,https://cdn.sportmonks.com/images/soccer/players/22/694.png,175.0,73.0,1987-05-05,male
697,1,1161,1161,,,,221,C. Iwelumo,Chris,Iwelumo,Chris Iwelumo,Chris Iwelumo,https://cdn.sportmonks.com/images/soccer/placeholder.png,191.0,94.0,1978-08-01,male
701,1,11,11,35451.0,25.0,,25,L. Sowah,Lennard Adjetey,Sowah,Lennard Adjetey Sowah,Lennard Sowah,https://cdn.sportmonks.com/images/soccer/players/29/701.png,187.0,80.0,1992-08-23,male
707,1,1320,1320,44581.0,26.0,,26,Y. Mulumbu Ngangu,Youssouf Chafiq,Mulumbu Ngangu,Youssouf Chafiq Mulumbu Ngangu,Youssouf Chafiq Mulumbu Ngangu,https://cdn.sportmonks.com/images/soccer/players/3/707.png,177.0,65.0,1987-01-25,male
711,1,1578,1578,65809.0,27.0,,27,D. Omoya Braaten,Daniel,Omoya Braaten,Daniel Omoya Braaten,Daniel Braaten,https://cdn.sportmonks.com/images/soccer/players/7/711.png,184.0,94.0,1982-05-25,male
715,1,17,17,31591.0,27.0,,27,D. N'Gog,David,N'Gog,David N'Gog,David N'Gog,https://cdn.sportmonks.com/images/soccer/players/11/715.png,190.0,76.0,1989-04-01,male
717,1,462,462,86413.0,221.0,,26,J. Wilshere,Jack,Wilshere,Jack Wilshere,J. Wilshere,https://cdn.sportmonks.com/images/soccer/players/13/717.png,172.0,68.0,1992-01-01,male
734,1,320,320,,27.0,,27,H. Pedersen,Henrik,Pedersen,Henrik Pedersen,Henrik Pedersen,https://cdn.sportmonks.com/images/soccer/placeholder.png,185.0,84.0,1975-06-10,male
739,1,455,455,,27.0,,27,R. O'Donovan,Roy,O'Donovan,Roy O'Donovan,Roy O'Donovan,https://cdn.sportmonks.com/images/soccer/players/3/739.png,179.0,78.0,1985-08-10,male
749,1,462,462,,,,221,F. Jeffers,Francis,Jeffers,Francis Jeffers,Francis Jeffers,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,74.0,1981-01-25,male
753,1,1638,1638,51149.0,27.0,163.0,26,H. Vučkič,Haris,Vučkič,Haris Vučkič,H. Vučkić,https://cdn.sportmonks.com/images/soccer/players/17/753.png,188.0,80.0,1992-08-21,male
758,1,462,462,11532.0,25.0,154.0,25,J. Tavernier,James,Tavernier,James Tavernier,James Tavernier,https://cdn.sportmonks.com/images/soccer/players/22/758.png,182.0,75.0,1991-10-31,male
762,1,1161,1161,,221.0,,221,G. Naysmith,Gary,Naysmith,Gary Naysmith,Gary Naysmith,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,73.0,1978-11-16,male
763,1,3569,17,16191.0,27.0,,27,M. Fortuné,Marc-Antoine,Fortuné,Marc-Antoine Fortuné,Marc-Antoine Fortune,https://cdn.sportmonks.com/images/soccer/players/27/763.png,183.0,82.0,1981-07-02,male
765,1,462,462,101101.0,25.0,,25,M. Kilgallon,Matthew,Kilgallon,Matthew Kilgallon,Matthew Kilgallon,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,80.0,1984-01-08,male
772,1,125,125,89847.0,27.0,151.0,27,A. Vellios,Apostolos,Vellios,Apostolos Vellios,Apostolos Vellios,https://cdn.sportmonks.com/images/soccer/players/4/772.png,191.0,79.0,1992-01-08,male
778,1,462,462,62163.0,25.0,,25,L. Laing,Louis,Laing,Louis Laing,Louis Laing,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,76.0,1993-03-06,male
779,1,38,38,64971.0,27.0,,27,J. Vennegoor of Hesselink,Jan,Vennegoor of Hesselink,Jan Vennegoor of Hesselink,Jan Vennegoor of Hesselink,https://cdn.sportmonks.com/images/soccer/placeholder.png,191.0,85.0,1978-07-11,male
781,1,1161,1161,,221.0,,221,G. Caldwell,Gary,Caldwell,Gary Caldwell,G. Caldwell,https://cdn.sportmonks.com/images/soccer/placeholder.png,180.0,75.0,1982-04-12,male
782,1,320,320,,27.0,,27,D. Rommedahl,Dennis,Rommedahl,Dennis Rommedahl,Dennis Rommedahl,https://cdn.sportmonks.com/images/soccer/players/14/782.png,178.0,73.0,1978-07-22,male
787,1,462,462,85184.0,25.0,,25,B. Adams,Blair,Adams,Blair Adams,Blair Adams,https://cdn.sportmonks.com/images/soccer/players/19/787.png,180.0,72.0,1991-09-08,male
801,1,1161,1161,,27.0,,27,D. Goodwillie,David,Goodwillie,David Goodwillie,David Goodwillie,https://cdn.sportmonks.com/images/soccer/players/1/801.png,175.0,71.0,1989-03-28,male
803,1,462,33497,78328.0,27.0,,27,N. Blackman,Nick,Blackman,Nick Blackman,Nick Blackman,https://cdn.sportmonks.com/images/soccer/players/3/803.png,187.0,80.0,1989-11-11,male
807,1,1161,1161,,25.0,148.0,25,G. Hanley,Grant,Hanley,Grant Hanley,Grant Hanley,https://cdn.sportmonks.com/images/soccer/players/7/807.png,188.0,76.0,1991-11-20,male
813,1,712,712,,26.0,149.0,26,S. Ki,Sung-Yeung,Ki,Sung-Yeung Ki,Sung-yueng Ki,https://cdn.sportmonks.com/images/soccer/players/13/813.png,188.0,75.0,1989-01-24,male
814,1,1796,1796,,26.0,150.0,26,G. Sigurðsson,Gylfi Þór,Sigurðsson,Gylfi Þór Sigurðsson,Gylfi Sigurdsson,https://cdn.sportmonks.com/images/soccer/players/14/814.png,186.0,79.0,1989-09-08,male
816,1,462,462,53964.0,221.0,221.0,25,T. Blackett,Tyler,Blackett,Tyler Blackett,Tyler Blackett,https://cdn.sportmonks.com/images/soccer/players/16/816.png,183.0,87.0,1994-04-02,male
837,1,462,462,51663.0,25.0,,25,M. Anderson,Myles,Anderson,Myles Anderson,Myles Anderson,https://cdn.sportmonks.com/images/soccer/players/5/837.png,183.0,80.0,1990-01-09,male
838,1,251,251,23048.0,24.0,24.0,24,V. Mannone,Vito,Mannone,Vito Mannone,Vito Mannone,https://cdn.sportmonks.com/images/soccer/players/6/838.png,188.0,73.0,1988-03-02,male
842,1,32,32,51355.0,25.0,148.0,25,M. Muniesa Martínez,Marc,Muniesa Martínez,Marc Muniesa Martínez,Marc Muniesa,https://cdn.sportmonks.com/images/soccer/players/10/842.png,180.0,75.0,1992-03-27,male
843,1,38,38,8983.0,24.0,,24,D. de Vries,Dorus,de Vries,Dorus de Vries,Dorus De Vries,https://cdn.sportmonks.com/images/soccer/players/11/843.png,186.0,85.0,1980-12-29,male
848,1,462,462,51090.0,26.0,,26,A. Hammill,Adam,Hammill,Adam Hammill,Adam Hammill,https://cdn.sportmonks.com/images/soccer/players/16/848.png,180.0,73.0,1988-01-25,male
850,1,462,462,70975.0,26.0,153.0,26,A. Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,https://cdn.sportmonks.com/images/soccer/players/18/850.png,180.0,70.0,1993-08-15,male
858,1,47,47,36843.0,27.0,,156,A. Kačaniklić,Alexander,Kačaniklić,Alexander Kačaniklić,Alexander Kačaniklić,https://cdn.sportmonks.com/images/soccer/players/26/858.png,181.0,66.0,1991-08-13,male
864,1,62,62,,25.0,,25,P. Senderos,Philippe,Senderos,Philippe Senderos,Philippe Senderos,https://cdn.sportmonks.com/images/soccer/players/0/864.png,190.0,84.0,1985-02-14,male
870,1,1161,1161,,27.0,156.0,26,R. Snodgrass,Robert,Snodgrass,Robert Snodgrass,Robert Snodgrass,https://cdn.sportmonks.com/images/soccer/players/6/870.png,182.0,82.0,1987-09-07,male
890,1,462,462,76870.0,24.0,24.0,24,J. Ruddy,John,Ruddy,John Ruddy,John Ruddy,https://cdn.sportmonks.com/images/soccer/players/26/890.png,192.0,96.0,1986-10-24,male
897,1,462,462,53964.0,25.0,148.0,25,K. Bartley,Kyle,Bartley,Kyle Bartley,Kyle Bartley,https://cdn.sportmonks.com/images/soccer/players/1/897.png,194.0,76.0,1991-05-22,male
904,1,462,1161,12190.0,221.0,221.0,221,R. Martin,Russell,Martin,Russell Martin,Russell Martin,https://cdn.sportmonks.com/images/soccer/players/8/904.png,183.0,74.0,1986-01-04,male
905,1,1161,455,,26.0,,26,A. McGeady,Aiden,McGeady,Aiden McGeady,Aiden McGeady,https://cdn.sportmonks.com/images/soccer/players/9/905.png,180.0,71.0,1986-04-04,male
912,1,1161,1161,,27.0,,27,S. Naismith,Steven,Naismith,Steven Naismith,Steven Naismith,https://cdn.sportmonks.com/images/soccer/players/16/912.png,178.0,72.0,1986-09-14,male
917,1,462,1985,51663.0,25.0,,25,M. Briggs,Matthew,Briggs,Matthew Briggs,Matthew Briggs,https://cdn.sportmonks.com/images/soccer/players/21/917.png,184.0,76.0,1991-03-06,male
927,1,11,468,35451.0,26.0,157.0,25,J. Schlupp,Jeffrey,Schlupp,Jeffrey Schlupp,Jeffrey Schlupp,https://cdn.sportmonks.com/images/soccer/players/31/927.png,178.0,72.0,1992-12-23,male
950,1,320,320,,25.0,,25,T. Ulrich Okore,Tetchi Jores Charlemagne,Ulrich Okore,Tetchi Jores Charlemagne Ulrich Okore,Jores Okore,https://cdn.sportmonks.com/images/soccer/players/22/950.png,183.0,87.0,1992-08-11,male
954,1,320,320,87788.0,27.0,151.0,27,N. Helenius,Nicklas,Helenius,Nicklas Helenius,Nicklas Helenius,https://cdn.sportmonks.com/images/soccer/players/26/954.png,196.0,85.0,1991-05-08,male
956,1,462,515,6776.0,26.0,153.0,26,A. King,Andy,King,Andy King,Andy King,https://cdn.sportmonks.com/images/soccer/players/28/956.png,184.0,79.0,1988-10-29,male
960,1,224,224,26425.0,27.0,,27,A. Tonev,Aleksandar,Tonev,Aleksandar Tonev,Aleksandăr Tonev,https://cdn.sportmonks.com/images/soccer/players/0/960.png,178.0,69.0,1990-02-03,male
965,1,1161,1161,,,,25,S. Whittaker,Steven,Whittaker,Steven Whittaker,Steven Whittaker,https://cdn.sportmonks.com/images/soccer/players/5/965.png,185.0,87.0,1984-06-16,male
966,1,1161,1161,,26.0,,26,S. Lappin,Simon,Lappin,Simon Lappin,Simon Lappin,https://cdn.sportmonks.com/images/soccer/players/6/966.png,180.0,60.0,1983-01-25,male
978,1,462,462,51090.0,,,25,J. Flanagan,Jon,Flanagan,Jon Flanagan,Jon Flanagan,https://cdn.sportmonks.com/images/soccer/players/18/978.png,181.0,79.0,1993-01-01,male
980,1,38,7437,90304.0,26.0,,26,K. Agustien,Kemy,Agustien,Kemy Agustien,Kemy Agustien,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,75.0,1986-08-20,male
983,1,266,266,,,,27,N. Jelavić,Nikica,Jelavić,Nikica Jelavić,Nikica Jelavić,https://cdn.sportmonks.com/images/soccer/players/23/983.png,188.0,88.0,1985-08-27,male
987,1,462,462,51090.0,25.0,,25,C. Hill,Clint,Hill,Clint Hill,Clint Hill,https://cdn.sportmonks.com/images/soccer/players/27/987.png,182.0,72.0,1978-10-19,male
1040,1,462,462,11532.0,26.0,153.0,26,J. Butterfield,Jacob,Butterfield,Jacob Butterfield,Jacob Butterfield,https://cdn.sportmonks.com/images/soccer/players/16/1040.png,180.0,77.0,1990-06-10,male
